"id","title","genre","years","duration","rating","people_rating","critic_rating","votes"
2923,"Cabin Fever","Horror","2002","93","15","5.6","56","82,403"
2924,"Three Days of the Condor","Crime","1975","117","AA","7.4","63","60,902"
2925,"Wintertide","Horror","2023","97",NULL,"4.1",NULL,"195"
2926,"Cool Runnings","Adventure","1993","98","PG","7.0","60","111,529"
2927,"22 Jump Street","Action","2014","112","15","7.0","71","398,729"
2928,"The Man from Toronto","Action","2022","110","12","5.8","34","57,437"
2929,"Gone in Sixty Seconds","Action","2000","118","15","6.5","35","290,733"
2930,"The Trial of the Chicago 7","Drama","2020","129","15","7.7","76","189,601"
2931,"An Officer and a Gentleman","Drama","1982","124","15","7.0","75","61,050"
2932,"The Paw Patrol Movie","Animation","2021","86","U","6.1","50","8,014"
2933,"Spenser Confidential","Action","2020","111","15","6.2","49","95,636"
2934,"That Awkward Moment","Comedy","2014","94","15","6.1","36","106,496"
2935,"Arthur the King","Adventure","2024","N/A",NULL,NULL,NULL,"N/A"
2936,"Cowboys & Aliens","Action","2011","119","12A","6.0","50","229,500"
2937,"Murder Mystery","Action","2019","97","12","6.0","38","163,144"
2938,"Kill the Irishman","Biography","2011","106","18","7.0","50","50,594"
2939,"Chariots of Fire","Biography","1981","125","A","7.1","78","64,751"
2940,"Eighth Grade","Comedy","2018","93","15","7.4","87","81,185"
2941,"Memoirs of a Geisha","Drama","2005","145","12A","7.3","54","158,025"
2942,"Ralph Breaks the Internet","Animation","2018","112","PG","7.0","71","177,670"
2943,"Laila Majnu","Drama","2018","140",NULL,"7.7",NULL,"4,091"
2944,"The Ice Road","Action","2021","109","12","5.6","42","46,048"
2945,"Jack","Comedy","1996","113","PG","5.8","31","63,123"
2946,"Compliance","Crime","2012","90","15","6.4","68","36,732"
2947,"Heatwave","Thriller","2022","100","R","5.0",NULL,"2,080"
2948,"Chances Are","Comedy","1989","108","PG","6.5","62","13,530"
2949,"Major League","Comedy","1989","107","15","7.2","62","74,793"
2950,"The Dead Zone","Drama","1983","103","18","7.2","69","75,674"
2951,"Friday the 13th","Horror","2009","97","18","5.5","34","115,465"
2952,"The Wait","Drama","2021","101",NULL,"5.6",NULL,"785"
2953,"One True Loves","Comedy","2023","100","PG","5.4","35","1,724"
2954,"Flipped","Comedy","2010","90","PG","7.7","45","95,699"
2955,"Pocahontas","Animation","1995","81","U","6.7","58","199,491"
2956,"Sexy Beast","Crime","2000","89","18","7.3","79","65,417"
2957,"Disclosure","Drama","1994","128","18","6.2","58","53,581"
2958,"In from the Side","Drama","2022","134","15","6.7","42","6,529"
2959,"Jawbreaker","Comedy","1999","86","15","5.7","22","28,337"
2960,"Kantara","Action","2022","148","15","8.2",NULL,"99,856"
2961,"One Magic Christmas","Family","1985","89","U","6.4",NULL,"4,257"
2962,"Piggy","Drama","2022","99","18","6.2","72","11,928"
2963,"Fright Night","Horror","1985","106","18","7.1","62","77,276"
2964,"A Million Ways to Die in the West","Comedy","2014","116","15","6.1","44","196,081"
2965,"Brahmastra Part One: Shiva","Action","2022","167","12A","5.6","57","110,530"
2966,"Yes, God, Yes","Comedy","2019","78","15","6.1","71","17,303"
2967,"Alone","Drama","2020","98","15","6.2","70","25,735"
2968,"Those Who Wish Me Dead","Action","2021","100","15","6.0","59","69,226"
2969,"Jack the Giant Slayer","Action","2013","114","12A","6.3","51","145,354"
2970,"Scary Movie 3","Comedy","2003","84","15","5.5","49","156,016"
2971,"Being John Malkovich","Comedy","1999","113","15","7.7","90","349,383"
2972,"The Son","Drama","2022","123","15","6.4","45","13,999"
2973,"Practical Magic","Comedy","1998","104","12","6.3","46","91,652"
2974,"But I'm a Cheerleader","Comedy","1999","92","15","6.8","39","39,377"
2975,"What a Girl Wants","Comedy","2003","105","PG","5.8","41","65,725"
2976,"Best in Show","Comedy","2000","90","12","7.4","78","65,690"
2977,"Minions: The Rise of Gru","Animation","2022","87","U","6.5","56","80,920"
2978,"The Great Wall","Action","2016","103","12A","5.9","42","143,907"
2979,"T.I.M.","Sci-Fi","2023","101","15","5.5",NULL,"1,562"
2980,"Blood Simple","Crime","1984","99","18","7.6","84","102,731"
2981,"Tag","Action","2018","100","15","6.5","56","143,837"
2982,"The Love Witch","Comedy","2016","120","15","6.2","82","19,192"
2983,"Tumbbad","Drama","2018","104","18","8.2",NULL,"56,719"
2984,"Bridget Jones's Baby","Comedy","2016","123","15","6.5","59","80,705"
2985,"Bachelor Party","Comedy","1984","105","18","6.3","56","42,085"
2986,"Widows","Crime","2018","129","15","6.8","84","102,856"
2987,"Santa Claus Conquers the Martians","Adventure","1964","81","U","2.7",NULL,"12,469"
2988,"God's Crooked Lines","Drama","2022","154","15","7.1",NULL,"20,747"
2989,"Space Jam","Animation","1996","88","U","6.5","57","209,660"
2990,"Due Justice","Action","2023","97","15","3.4",NULL,"146"
2991,"How to Train Your Dragon 2","Animation","2014","102","PG","7.8","77","356,827"
2992,"The Gambler","Crime","2014","111","15","6.0","55","72,634"
2993,"The Lone Ranger","Action","2013","150","12A","6.4","37","242,306"
2994,"Hitman","Action","2007","100","15","6.2","35","176,234"
2995,"Shakespeare in Love","Comedy","1998","123","15","7.1","87","232,081"
2996,"Little Death","Comedy","2024","104",NULL,NULL,NULL,"N/A"
2997,"Wild","Adventure","2014","115","15","7.1","74","135,708"
2998,"Daddy Daughter Trip","Comedy","2022","100",NULL,"5.0",NULL,"291"
2999,"The Host","Action","2013","125","12A","5.8","35","117,877"
3000,"The Disaster Artist","Biography","2017","104","15","7.3","76","161,961"
3001,"The Way Back","Adventure","2010","133","12A","7.3","66","120,787"
3002,"Awakenings","Biography","1990","121","12","7.8","74","154,703"
3003,"The Band Wagon","Comedy","1953","112","U","7.4","93","12,260"
3004,"Star Trek Into Darkness","Action","2013","132","12A","7.7","72","493,948"
3005,"Splice","Horror","2009","104","15","5.8","66","100,936"
3006,"Resident Evil: Death Island","Animation","2023","91","15","5.7",NULL,"7,443"
3007,"It Snows in Benidorm","Drama","2020","117","15","5.4",NULL,"904"
3008,"Trainwreck","Comedy","2015","125","15","6.2","75","141,275"
3009,"The Lost City of Z","Adventure","2016","141","15","6.6","78","97,571"
3010,"Annabelle","Horror","2014","99","15","5.4","37","172,334"
3011,"You Are Not My Mother","Drama","2021","93","15","5.8","74","5,519"
3012,"Sully","Biography","2016","96","12A","7.4","74","292,420"
3013,"The Insider","Biography","1999","157","15","7.8","84","177,960"
3014,"Step Up","Crime","2006","104","PG","6.5","48","125,194"
3015,"Criminal","Action","2016","113","15","6.3","36","69,424"
3016,"Rub","Crime","2023","105",NULL,"5.4",NULL,"1,157"
3017,"Payback","Action","1999","100","18","7.1","46","143,276"
3018,"Handling the Undead","Drama","2024","97",NULL,NULL,NULL,"N/A"
3019,"Creep","Horror","2014","77","15","6.3","74","65,740"
3020,"Evil Does Not Exist","Drama","2023","106",NULL,"7.2","78","806"
3021,"Romancing the Stone","Action","1984","106","PG","6.9","63","101,358"
3022,"The Christmas Classic","Comedy","2023","86",NULL,"6.0",NULL,"72"
3023,"Saw III","Horror","2006","108","18","6.2","48","209,070"
3024,"127 Hours","Biography","2010","94","15","7.5","82","394,994"
3025,"The Mission","Adventure","1986","125","PG","7.4","55","64,689"
3026,"Coming 2 America","Comedy","2021","110","12","5.3","52","74,028"
3027,"Pitch Perfect 3","Comedy","2017","93","12A","5.8","40","70,284"
3028,"The Huntsman: Winter's War","Action","2016","114","12A","6.1","35","117,464"
3029,"Malum","Drama","2023","92","18","5.1",NULL,"4,324"
3030,"Sherlock Holmes 3","Action",NULL,"N/A",NULL,NULL,NULL,"N/A"
3031,"The Box","Drama","2009","115","12A","5.6","47","94,420"
3032,"Paths of Glory","Drama","1957","88","PG","8.4","90","208,508"
3033,"1900","Drama","1976","317","X","7.7","70","26,907"
3034,"To Live and Die in L.A.","Action","1985","116","18","7.3","81","38,186"
3035,"Havoc","Crime","2005","85","18","5.5",NULL,"20,056"
3036,"Wolves","Thriller",NULL,"N/A",NULL,NULL,NULL,"N/A"
3037,"Organ Trail","Drama","2023","112","15","5.0",NULL,"1,074"
3038,"Journey 2: The Mysterious Island","Action","2012","94","PG","5.7","41","110,403"
3039,"Overlord","Action","2018","110","18","6.6","60","105,105"
3040,"River Wild","Action","2023","91","15","5.4",NULL,"4,359"
3041,"Bandit","Crime","2022","126","15","6.4","54","11,995"
3042,"Amy's Fucket List","Comedy","2023","78",NULL,"4.3",NULL,"193"
3043,"Romance","Drama","1999","84","18","5.2","49","11,760"
3044,"The BFG","Adventure","2016","117","PG","6.3","66","91,750"
3045,"The King of Comedy","Comedy","1982","109","PG","7.8","73","115,498"
3046,"Deception","Crime","2013","131","15","7.8","49","126,404"
3047,"Bend It Like Beckham","Comedy","2002","112","12","6.7","66","115,336"
3048,"Dressed to Kill","Crime","1980","104","X","7.1","74","46,794"
3049,"Harvey","Comedy","1950","104","U","7.9",NULL,"57,638"
3050,"The Babysitters","Drama","2007","88","18","5.6","35","12,533"
3051,"The Pagemaster","Animation","1994","80","U","6.1",NULL,"25,116"
3052,"9 to 5","Comedy","1980","109","AA","6.9","58","38,125"
3053,"Mother's Day","Comedy","2016","118","12A","5.6","18","39,229"
3054,"Annie Hall","Comedy","1977","93","AA","8.0","92","274,524"
3055,"Street Fighter","Action","1994","102","12","4.0","34","74,404"
3056,"Semmelweis","Drama","2023","N/A",NULL,"6.9",NULL,"222"
3057,"Forgotten","Crime","2017","108","15","7.4",NULL,"43,534"
3058,"Inside Llewyn Davis","Drama","2013","104","15","7.4","93","161,090"
3059,"Mrs. Harris Goes to Paris","Comedy","2022","115","PG","7.1","70","24,303"
3060,"Dragon Ball Super: Super Hero","Animation","2022","100","12A","7.1","65","13,762"
3061,"The Other Woman","Comedy","2014","109","12A","6.0","39","148,125"
3062,"The Skeleton Key","Drama","2005","104","15","6.5","47","121,331"
3063,"The Hill","Biography","2023","126","PG","6.4","48","1,478"
3064,"Blackhat","Action","2015","133","15","5.5","52","63,306"
3065,"Reminiscence","Mystery","2021","116","12A","5.9","46","63,655"
3066,"Machete","Action","2010","105","18","6.6","60","202,512"
3067,"Eraserhead","Fantasy","1977","89","X","7.3","87","124,793"
3068,"Rise of the Footsoldier: Vengeance","Action","2023","112","18","6.2",NULL,"642"
3069,"Timeline","Action","2003","116","12A","5.6","29","65,246"
3070,"Bloodsport","Action","1988","92","18","6.8","29","92,041"
