"id","title","genre","years","duration","rating","people_rating","critic_rating","votes"
1686,"Spy","Action","2015","120","15","7.0","75","255,357"
1687,"Pinocchio","Animation","2022","117","PG","7.6","79","107,637"
1688,"As Good as It Gets","Comedy","1997","139","15","7.7","67","313,866"
1689,"Daddy's Home","Comedy","2015","96","12A","6.2","42","126,864"
1690,"The Wrath of Becky","Action","2023","84","18","6.1","51","9,965"
1691,"Fast & Furious 8","Action","2017","136","12A","6.6","56","249,141"
1692,"Level 16","Drama","2018","102","15","6.1","46","15,455"
1693,"Aladdin","Animation","1992","90","U","8.0","86","454,968"
1694,"Public Enemies","Action","2009","140","15","7.0","70","314,947"
1695,"An Unfinished Life","Drama","2005","108","12A","7.0","49","33,036"
1696,"Crash","Drama","1996","100","18","6.4","53","65,123"
1697,"The Hitchhiker's Guide to the Galaxy","Adventure","2005","109","PG","6.7","63","206,072"
1698,"Insurgent","Action","2015","119","12A","6.2","42","250,852"
1699,"The Beach","Adventure","2000","119","15","6.6","43","250,423"
1700,"Fences","Drama","2016","139","12A","7.2","79","115,777"
1701,"The Blind","Drama","2023","108","PG-13","6.1",NULL,"1,464"
1702,"Burn After Reading","Comedy","2008","96","15","7.0","63","347,736"
1703,"The Longest Ride","Comedy","2015","123","15","7.0","33","87,377"
1704,"Enola Holmes","Action","2020","123","12","6.6","68","212,714"
1705,"Big George Foreman","Biography","2023","129","12A","6.6","45","7,046"
1706,"Sound of Metal","Drama","2019","120","15","7.7","82","145,009"
1707,"Empire Records","Comedy","1995","90","12","6.7","47","60,361"
1708,"Fried Green Tomatoes at the Whistle Stop Cafe","Drama","1991","130","12","7.7","64","80,435"
1709,"Annie","Comedy","1982","126","U","6.6","39","48,414"
1710,"A Bridge Too Far","Drama","1977","175","15","7.4","63","60,501"
1711,"The Sandlot Kids","Comedy","1993","101","PG","7.8","55","100,223"
1712,"The Great Escaper","Drama","2023","96","12A","7.0","67","2,366"
1713,"Beerfest","Comedy","2006","110","18","6.2","46","70,832"
1714,"Disobedience","Drama","2017","114","15","6.6","74","34,691"
1715,"The Green Inferno","Adventure","2013","100","18","5.3","38","48,247"
1716,"The Empty Man","Drama","2020","137","18","6.2",NULL,"36,552"
1717,"The Wild One","Crime","1953","79","PG","6.7","67","17,154"
1718,"Resident Evil","Action","2002","100","15","6.6","33","283,878"
1719,"Vanilla Sky","Fantasy","2001","136","15","6.9","45","281,906"
1720,"Hugo","Adventure","2011","126","U","7.5","83","333,634"
1721,"Corpse Bride","Animation","2005","77","PG","7.4","83","294,038"
1722,"The Next 365 Days","Drama","2022","112","18","2.8",NULL,"9,137"
1723,"El Camino: A Breaking Bad Movie","Action","2019","122","15","7.3","72","282,406"
1724,"Pixels","Action","2015","105","12A","5.6","27","155,595"
1725,"Live and Let Die","Action","1973","121","A","6.7","55","113,752"
1726,"A Quiet Place Part II","Drama","2020","97","15","7.2","71","263,390"
1727,"Underworld","Action","2003","121","15","7.0","42","281,713"
1728,"Young Guns","Action","1988","107","18","6.8","50","66,574"
1729,"The Twilight Saga: New Moon","Adventure","2009","130","12A","4.8","44","296,155"
1730,"Hidden Strike","Action","2023","102","12","5.3",NULL,"16,841"
1731,"The Eiger Sanction","Action","1975","129","AA","6.4","61","21,835"
1732,"Golda","Biography","2023","100","12A","5.9","48","7,864"
1733,"Pirates of the Caribbean: At World's End","Action","2007","169","12A","7.1","50","681,782"
1734,"The Mother","Action","2023","115","15","5.6","45","44,062"
1735,"Secondhand Lions","Comedy","2003","111","12","7.5","52","60,530"
1736,"North by Northwest","Action","1959","136","A","8.3","98","341,133"
1737,"Marlowe","Crime","2022","109","15","5.3","41","9,084"
1738,"Shrek 2","Animation","2004","93","U","7.3","75","494,369"
1739,"See How They Run","Comedy","2022","98","12A","6.5","60","61,110"
1740,"The Waterboy","Comedy","1998","90","12","6.1","41","174,960"
1741,"Climax","Drama","2018","97","18","6.9","67","76,953"
1742,"Definitely, Maybe","Comedy","2008","112","12A","7.1","59","171,735"
1743,"David Holmes: The Boy Who Lived","Documentary","2023","87",NULL,"7.8","71","2,027"
1744,"You Should Have Left","Horror","2020","93","18","5.4","46","24,782"
1745,"X-Men: The Last Stand","Action","2006","104","12A","6.6","58","534,513"
1746,"Zoolander","Comedy","2001","90","12","6.5","61","287,020"
1747,"Rampage","Action","2018","107","12A","6.1","45","181,420"
1748,"Mob Land","Action","2023","111","15","5.2","47","1,807"
1749,"The Incredible Hulk","Action","2008","112","12A","6.6","61","516,536"
1750,"Fire and Ice","Animation","1983","81","PG","6.5","45","12,163"
1751,"10 Cloverfield Lane","Drama","2016","103","12A","7.2","76","348,279"
1752,"The Amazing Spider-Man 2","Action","2014","142","12A","6.6","53","528,109"
1753,"The Conjuring 2","Horror","2016","134","15","7.3","65","294,351"
1754,"Infinite","Action","2021","106","12","5.5","28","59,117"
1755,"A California Christmas","Comedy","2020","106","12","5.8",NULL,"11,074"
1756,"Midway","Action","2019","138","12A","6.7","47","92,553"
1757,"G.I. Joe: The Rise of Cobra","Action","2009","118","12A","5.7","32","213,783"
1758,"Grindhouse","Action","2007","191","18","7.5","77","189,587"
1759,"The Sugarland Express","Crime","1974","110","AA","6.7","65","18,712"
1760,"Toy Story 2","Animation","1999","92","U","7.9","88","609,587"
1761,"Escape Room","Action","2019","99","15","6.4","48","138,234"
1762,"The Contractor","Action","2022","103","15","5.8","52","26,636"
1763,"Transformers: Age of Extinction","Action","2014","165","12A","5.6","32","328,288"
1764,"Boston Strangler","Crime","2023","112","16","6.5","58","30,370"
1765,"Waitress","Comedy","2007","108","12A","7.0","75","48,352"
1766,"The Promised Land","Biography","2023","127",NULL,"7.8","75","1,263"
1767,"Sex Drive","Comedy","2008","109","15","6.5","49","90,800"
1768,"MaXXXine","Horror","2024","N/A",NULL,NULL,NULL,"N/A"
1769,"Gattaca","Drama","1997","106","15","7.7","64","318,246"
1770,"Perfect Blue","Animation","1997","81","18","8.0","67","90,433"
1771,"Who Framed Roger Rabbit","Animation","1988","104","PG","7.7","83","213,178"
1772,"Missing","Drama","2023","111","15","7.1","66","53,932"
1773,"Yesterday","Comedy","2019","116","12A","6.8","55","162,757"
1774,"This Is the End","Comedy","2013","107","15","6.6","67","429,709"
1775,"Emma.","Comedy","2020","124","U","6.7","71","60,599"
1776,"The Fall of Minneapolis","Documentary","2023","102",NULL,"8.3",NULL,"477"
1777,"Fifty Shades Darker","Drama","2017","118","18","4.6","33","109,239"
1778,"The Evil Dead","Horror","1981","85","18","7.4","71","228,855"
1779,"Bruce Almighty","Comedy","2003","101","12A","6.8","46","425,456"
1780,"Sanctuary","Drama","2022","96","18","6.3","67","6,690"
1781,"Moneyball","Biography","2011","133","12A","7.6","87","454,355"
1782,"Bad Boys","Action","1995","119","18","6.8","41","281,164"
1783,"Revolutionary Road","Drama","2008","119","15","7.3","69","222,293"
1784,"Crimes of the Future","Drama","2022","107","18","5.8","67","38,796"
1785,"M*A*S*H","Comedy","1970","116","15","7.4","80","75,953"
1786,"Norbit","Comedy","2007","103","12A","4.2","27","78,388"
1787,"Hostiles","Drama","2017","134","15","7.2","65","93,301"
1788,"300: Rise of an Empire","Action","2014","102","15","6.2","48","312,488"
1789,"The Expendables","Action","2010","103","18","6.4","45","360,957"
1790,"The Chronicles of Riddick","Action","2004","119","15","6.6","38","239,210"
1791,"Species","Action","1995","108","18","5.9","49","84,145"
1792,"Big Trouble in Little China","Action","1986","99","15","7.2","53","150,890"
1793,"Mandy","Action","2018","121","18","6.5","82","87,002"
1794,"The Long Kiss Goodnight","Action","1996","121","18","6.8","43","84,058"
1795,"The Girl on the Train","Crime","2016","112","15","6.5","48","196,533"
1796,"Footloose","Drama","1984","107","12A","6.6","42","88,869"
1797,"Moonstruck","Comedy","1987","102","PG","7.1","83","65,679"
1798,"Coming to America","Comedy","1988","117","15","7.1","47","219,746"
1799,"The Toxic Avenger","Action","2023","102","R","5.9","66","360"
1800,"Spectral","Action","2016","107","12","6.3",NULL,"63,449"
1801,"Halloween","Horror","1978","91","X","7.7","87","302,200"
1802,"God Is a Bullet","Action","2023","156","18+","5.6","31","4,446"
1803,"Lie with Me","Drama","2005","93","18","5.2",NULL,"16,466"
1804,"The Living Daylights","Action","1987","130","PG","6.7","59","104,323"
1805,"American Made","Action","2017","115","15","7.1","65","202,923"
1806,"The Princess Switch","Comedy","2018","101","PG","6.1",NULL,"30,624"
1807,"My Big Fat Greek Wedding","Comedy","2002","95","PG","6.6","62","142,524"
1808,"The Nutcracker","Family","1993","92","U","5.8",NULL,"2,328"
1809,"The School for Good and Evil","Action","2022","147","12","5.9","30","34,313"
1810,"Lincoln","Biography","2012","150","12A","7.3","87","269,566"
1811,"The Gangster, the Cop, the Devil","Action","2019","109","15","6.9","65","20,835"
1812,"Akira","Animation","1988","124","12","8.0","67","200,259"
1813,"The Homesman","Drama","2014","122","15","6.6","68","34,994"
1814,"Inside Man","Crime","2006","129","15","7.6","76","391,536"
1815,"Maleficent","Action","2014","97","PG","6.9","56","394,884"
1816,"Law Abiding Citizen","Action","2009","109","18","7.4","34","313,606"
1817,"Paris, Texas","Drama","1984","145","15","8.1","81","115,046"
1818,"Despicable Me","Animation","2010","95","U","7.6","72","573,196"
1819,"Mallrats","Comedy","1995","94","18","7.0","41","127,518"
1820,"Naked","Comedy","1993","131","18","7.7","85","42,879"
1821,"Predators","Action","2010","107","15","6.4","51","241,033"
1822,"Hellraiser","Horror","2022","121","18","5.9","55","47,032"
1823,"Watcher","Drama","2022","96","15","6.3","72","38,589"
1824,"Southpaw","Action","2015","124","15","7.3","57","253,519"
1825,"Drive-Away Dolls","Action","2024","84","15",NULL,NULL,"N/A"
1826,"Metropolis","Drama","1927","153","A","8.3","98","182,439"
1827,"Pet Sematary: Bloodlines","Fantasy","2023","87","15","4.6","31","8,970"
1828,"The English Patient","Drama","1996","162","15","7.4","87","197,702"
1829,"Demolition Man","Action","1993","115","15","6.7","34","189,623"
1830,"Raya and the Last Dragon","Animation","2021","107","PG","7.3","74","166,742"
1831,"Palm Springs","Comedy","2020","90","15","7.4","83","176,855"
1832,"Spy Game","Action","2001","126","15","7.1","63","164,825"
1833,"Four Brothers","Action","2005","109","15","6.8","49","154,555"
1834,"Kindergarten Cop","Action","1990","111","15","6.2","61","159,418"
1835,"Dogma","Adventure","1999","130","15","7.3","62","225,985"
1836,"The Hitman's Bodyguard","Action","2017","118","15","6.9","47","243,262"
1837,"Midnight in Paris","Comedy","2011","94","12A","7.6","81","444,135"
1838,"Boudica","Action","2023","101","15","4.4",NULL,"1,536"
1839,"La Chimera","Adventure","2023","130",NULL,"7.5","86","1,213"
1840,"Miranda's Victim","Biography","2023","127","15","6.5",NULL,"703"
1841,"All Ladies Do It","Comedy","1992","93","18","5.2",NULL,"5,900"
1842,"Signs","Drama","2002","106","12A","6.8","59","380,682"
1843,"Under Siege 2: Dark Territory","Action","1995","100","18","5.5","52","49,451"
1844,"Sky High","Action","2005","100","PG","6.3","62","93,157"
1845,"Couples Retreat","Comedy","2009","113","15","5.5","23","113,616"
1846,"Goldfinger","Action","1964","110","PG","7.7","87","199,593"
1847,"Double Jeopardy","Crime","1999","105","15","6.5","40","93,674"
1848,"Taken 2","Action","2012","92","15","6.2","45","318,775"
1849,"Not Tonight, Darling","Drama","1971","90","18","3.7",NULL,"198"
1850,"The Punisher","Action","2004","124","18","6.4","33","168,550"
1851,"Funny Games","Crime","2007","111","18","6.5","44","102,357"
1852,"The Goddess","Drama","1958","104","A","6.6",NULL,"1,061"
1853,"Primer","Drama","2004","77","12A","6.7","68","112,528"
1854,"Changeland","Comedy","2019","86","15","5.8","42","2,698"
1855,"Vice","Biography","2018","132","15","7.2","61","158,749"
1856,"Days of Heaven","Drama","1978","94","A","7.8","94","61,531"
1857,"The Last Airbender","Action","2010","103","PG","4.0","20","169,883"
1858,"Boyhood","Drama","2014","165","15","7.9","100","364,274"
1859,"Jason Bourne","Action","2016","123","12A","6.6","58","238,549"
1860,"Downton Abbey","Drama","2019","122","PG","7.4","64","61,608"
1861,"Luca","Animation","2021","95","U","7.4","71","185,166"
1862,"Eastern Promises","Crime","2007","100","18","7.6","83","256,635"
1863,"Sling Blade","Drama","1996","135","15","8.0","84","97,642"
1864,"The Foreigner","Action","2017","113","15","7.0","55","121,431"
1865,"Serenity","Action","2005","119","15","7.8","74","303,388"
1866,"Red Rocket","Comedy","2021","130","18","7.1","76","30,211"
1867,"Roald Dahl's Matilda the Musical","Comedy","2022","117","PG","7.0","72","26,840"
1868,"Gravity","Drama","2013","91","12A","7.7","96","852,933"
1869,"Exodus: Gods and Kings","Action","2014","150","12A","6.0","52","175,771"
1870,"The Invisible Guest","Crime","2016","106","15","8.0",NULL,"188,673"
1871,"Fear and Loathing in Las Vegas","Adventure","1998","118","18","7.5","41","297,513"
1872,"An American Werewolf in London","Comedy","1981","97","X","7.5","55","117,923"
1873,"Radical","Drama","2023","125","PG-13","8.1","70","1,408"
1874,"Ted 2","Comedy","2015","115","15","6.3","48","226,927"
1875,"Monster","Biography","2003","109","18","7.3","74","159,321"
1876,"50 First Dates","Comedy","2004","99","12A","6.8","48","374,958"
1877,"Close","Drama","2022","104","12A","7.8","81","30,577"
1878,"Father Stu","Biography","2022","124","15","6.5","40","27,757"
1879,"Rambo: First Blood Part II","Action","1985","96","15","6.5","47","179,576"
1880,"The Lost World: Jurassic Park","Action","1997","129","PG","6.5","59","437,630"
1881,"Picture of Beauty","Drama","2017","70",NULL,"3.4",NULL,"1,628"
1882,"In the Heart of the Sea","Action","2015","122","12A","6.9","47","146,621"
1883,"Insomnia","Drama","2002","118","15","7.2","78","313,200"
1884,"Alien Resurrection","Action","1997","109","18","6.2","63","259,573"
1885,"Captain America: The Winter Soldier","Action","2014","136","12A","7.8","70","886,091"
1886,"Party Monster","Biography","2003","98","18","6.2","36","16,999"
1887,"The Man from Earth","Drama","2007","87","PG","7.8",NULL,"196,746"
1888,"Black Mass","Biography","2015","123","15","6.9","68","189,928"
1889,"Ronin","Action","1998","122","15","7.2","67","192,165"
1890,"Big Hero 6","Animation","2014","102","PG","7.8","74","491,094"
1891,"The Thundermans Return","Action","2024","N/A",NULL,NULL,NULL,"N/A"
1892,"War Dogs","Biography","2016","114","15","7.1","57","244,819"
1893,"The Poughkeepsie Tapes","Horror","2007","81","Not Rated","6.0",NULL,"23,686"
1894,"Jujutsu Kaisen 0: The Movie","Animation","2021","105","15","7.8","71","31,962"
1895,"The Wailing","Drama","2016","156","15","7.4","81","78,477"
1896,"Skinamarink","Horror","2022","100","15","4.8","66","13,952"
1897,"Ocean's Thirteen","Crime","2007","122","PG","6.9","62","362,523"
1898,"West Side Story","Crime","1961","153","A","7.6","86","119,363"
1899,"She's Out of My League","Comedy","2010","104","15","6.4","46","142,506"
1900,"Kick-Ass 2","Action","2013","103","15","6.5","41","284,866"
1901,"Ri¢hie Ri¢h","Comedy","1994","95","PG","5.4","49","72,466"
1902,"Don Jon","Comedy","2013","90","18","6.5","66","245,402"
1903,"A Bug's Life","Animation","1998","95","U","7.2","77","309,275"
1904,"The Cell","Crime","2000","107","18","6.4","40","107,637"
1905,"Logan Lucky","Action","2017","118","12A","7.0","78","159,625"
1906,"Good Luck to You, Leo Grande","Comedy","2022","97","15","7.2","78","34,847"
1907,"Nomadland","Drama","2020","107","12A","7.3","89","177,190"
1908,"Fatal Attraction","Drama","1987","119","18","6.9","67","94,896"
1909,"Terrifier 3","Horror","2024","N/A",NULL,NULL,NULL,"N/A"
1910,"The Lost Daughter","Drama","2021","121","15","6.7","86","72,761"
1911,"The Girl Next Door","Crime","2007","91","18","6.5","29","28,817"
1912,"The Teachers' Lounge","Drama","2023","98","PG-13","7.6","83","2,254"
1913,"Coherence","Drama","2013","89","15","7.2","65","142,196"
1914,"The Hurt Locker","Drama","2008","131","15","7.5","95","468,313"
1915,"Dick Tracy","Action","1990","105","PG","6.2","68","64,892"
1916,"The Lodge","Drama","2019","108","15","6.0","64","54,665"
1917,"The Outfit","Crime","2022","105","15","7.2","69","59,846"
1918,"Tarzan","Animation","1999","88","U","7.3","79","242,286"
1919,"Road Trip","Comedy","2000","93","15","6.5","55","175,879"
1920,"Through My Window","Comedy","2022","116","15","5.5",NULL,"16,071"
1921,"The Name of the Rose","Drama","1986","130","18","7.7","54","114,919"
1922,"Thunderball","Action","1965","130","PG","6.9","64","125,203"
1923,"Sex Tape","Comedy","2014","94","15","5.1","36","116,743"
1924,"Flash Gordon","Action","1980","111","A","6.5","58","60,334"
1925,"Scream 4","Comedy","2011","111","15","6.2","52","168,268"
1926,"Moonfall","Action","2022","130","12A","5.1","41","95,355"
1927,"Dallas Buyers Club","Biography","2013","117","15","7.9","77","511,367"
1928,"Blow","Biography","2001","124","18","7.5","52","271,718"
1929,"Maybe I Do","Comedy","2023","95","12","4.9","42","7,468"
1930,"Back to the Future Part II","Adventure","1989","108","PG","7.8","57","562,521"
1931,"The Tragedy of Macbeth","Drama","2021","105","15","7.1","87","38,434"
1932,"Contagion","Drama","2011","106","12A","6.8","70","312,610"
1933,"The Golden Compass","Adventure","2007","113","PG","6.1","51","195,093"
1934,"Brazil","Drama","1985","132","15","7.9","84","208,688"
1935,"Pineapple Express","Action","2008","111","15","6.9","64","353,341"
1936,"La haine","Crime","1995","98","15","8.1",NULL,"190,507"
1937,"No Strings Attached","Comedy","2011","108","15","6.2","50","241,137"
1938,"The Warriors","Action","1979","93","X","7.5","65","108,595"
1939,"The Guilty","Crime","2021","90","15","6.3","63","143,191"
1940,"Death Becomes Her","Comedy","1992","104","PG","6.6","56","128,470"
1941,"Influencer","Horror","2022","92",NULL,"6.1","66","10,698"
1942,"Walk the Line","Biography","2005","136","12A","7.8","72","262,251"
1943,"Tremors","Comedy","1990","96","15","7.1","65","146,924"
1944,"Big Daddy","Comedy","1999","93","12","6.4","41","230,181"
1945,"The Texas Chain Saw Massacre","Horror","1974","83","18","7.4","89","179,691"
1946,"This Is Where I Leave You","Comedy","2014","103","15","6.6","44","87,508"
1947,"Battleship","Action","2012","131","12A","5.8","41","255,197"
1948,"Warhorse One","Action","2023","126","R","5.2",NULL,"1,399"
1949,"The Boy Next Door","Thriller","2015","91","18","4.7","30","44,714"
1950,"Finch","Adventure","2021","115","12","6.9","57","93,515"
1951,"1984","Drama","1984","113","15","7.1","67","77,451"
1952,"Cinema Paradiso","Drama","1988","155","PG","8.5","80","276,958"
1953,"Barbershop","Comedy","2002","102","12A","6.3","66","33,116"
1954,"Resident Evil: Welcome to Raccoon City","Action","2021","107","15","5.2","44","61,900"
1955,"The Jungle Book","Animation","2016","106","PG","7.4","77","288,436"
1956,"Glass","Drama","2019","129","15","6.6","43","261,609"
1957,"Moon","Drama","2009","97","15","7.8","67","372,287"
1958,"Cars 2","Animation","2011","106","U","6.2","57","210,742"
1959,"Juror #2","Thriller",NULL,"N/A",NULL,NULL,NULL,"N/A"
1960,"Anaconda","Action","1997","89","15","4.9","37","110,196"
1961,"Terminator Salvation","Action","2009","115","12A","6.5","49","373,847"
1962,"Curtains","Horror","1983","89","18","5.6",NULL,"5,549"
1963,"Jurassic World: Fallen Kingdom","Action","2018","128","12","6.1","51","337,103"
1964,"The Bachelor Party","Drama","1957","92","X","6.7",NULL,"822"
1965,"Nuovo Olimpo","Drama","2023","113","15","7.2",NULL,"3,510"
1966,"I Know What You Did Last Summer","Horror","1997","101","18","5.8","52","156,014"
1967,"Mickey 17","Adventure","2024","N/A",NULL,NULL,NULL,"N/A"
1968,"Doc Hollywood","Comedy","1991","104","PG-13","6.3","56","39,802"
1969,"Dogville","Crime","2003","178","15","8.0","61","156,330"
1970,"The Faculty","Horror","1998","104","15","6.6","61","132,917"
1971,"The American Society of Magical Negroes","Comedy","2024","104",NULL,NULL,NULL,"N/A"
1972,"The Secret in Their Eyes","Drama","2009","129","18","8.2","80","219,084"
1973,"Adventures in Babysitting","Adventure","1987","102","15","6.9","45","48,081"
1974,"Now You See Me 2","Action","2016","129","12A","6.4","46","313,767"
1975,"Somebody I Used to Know","Comedy","2023","106","15","5.7","57","7,672"
1976,"Bird Box","Horror","2018","124","15","6.6","51","376,457"
1977,"My Best Friend's Wedding","Comedy","1997","105","12","6.3","50","151,814"
1978,"The Holy Mountain","Adventure","1973","114","16+","7.8","76","46,930"
1979,"Cheeky","Comedy","2000","91","18","5.4",NULL,"6,299"
1980,"The Interview","Action","2014","112","15","6.5","52","348,347"
1981,"The Edge of Seventeen","Comedy","2016","104","15","7.3","77","137,655"
1982,"Snow White and the Huntsman","Action","2012","127","12A","6.1","57","299,376"
1983,"Desperado","Action","1995","104","18","7.1","55","194,800"
1984,"The Strangers","Horror","2008","86","15","6.1","47","140,792"
1985,"Imaginary","Horror","2024","N/A",NULL,NULL,NULL,"N/A"
1986,"The Chronicles of Narnia: The Voyage of the Dawn Treader","Adventure","2010","113","PG","6.3","53","163,465"
1987,"The Naked Gun: From the Files of Police Squad!","Comedy","1988","85","15","7.6","76","180,717"
1988,"Elektra","Action","2005","97","12A","4.7","34","96,675"
1989,"Mortal World","Action","2018","107",NULL,"7.6",NULL,"29,843"
1990,"Hocus Pocus","Comedy","1993","96","PG","6.9","43","154,330"
1991,"I See You","Drama","2019","98","15","6.8","65","63,704"
1992,"The Counsellor","Action","2013","117","18","5.4","48","104,931"
1993,"Chef","Adventure","2014","114","15","7.3","68","227,286"
1994,"Palmer","Drama","2021","110","15","7.3","53","41,878"
1995,"Bedazzled","Comedy","2000","93","12","6.1","49","110,760"
1996,"Hostile Hostages","Comedy","1994","97","15","6.9","59","26,053"
1997,"Shallow Hal","Comedy","2001","114","12","6.0","48","142,026"
1998,"The Girl Who Escaped: The Kara Robinson Story","Crime","2023","88","TV-14","6.2",NULL,"3,201"
1999,"Atlantis: The Lost Empire","Animation","2001","95","U","6.9","52","130,889"
2000,"The Karate Kid","Action","2010","140","PG","6.2","61","200,836"
2001,"Life of Pi","Adventure","2012","127","PG","7.9","79","657,340"
2002,"Army of Thieves","Action","2021","127","15","6.4","49","85,971"
2003,"Avengers: Secret Wars","Action","2027","N/A",NULL,NULL,NULL,"N/A"
2004,"St. Elmo's Fire","Drama","1985","110","15","6.4","35","45,430"
2005,"Dr. No","Action","1962","110","PG","7.2","78","176,780"
2006,"The Wind Rises","Animation","2013","126","PG","7.7","83","94,710"
2007,"Invasion of the Body Snatchers","Horror","1978","115","X","7.4","75","67,812"
2008,"Afire","Comedy","2023","102","12A","7.3","82","4,398"
2009,"Happy Feet","Animation","2006","108","U","6.4","77","196,967"
2010,"Mona Lisa Smile","Drama","2003","117","12A","6.5","45","88,658"
2011,"The Wedding Singer","Comedy","1998","97","12","6.9","59","159,699"
2012,"Ticket to Paradise","Comedy","2022","104","12A","6.1","50","60,489"
2013,"Robin Hood: Men in Tights","Adventure","1993","104","PG","6.7","44","134,155"
2014,"The Birdcage","Comedy","1996","117","15","7.2","72","97,919"
2015,"Mamma Mia: Here We Go Again!","Comedy","2018","114","PG","6.6","60","105,366"
2016,"After Hours","Comedy","1985","97","15","7.6","90","78,235"
2017,"The Great Escape","Adventure","1963","172","PG","8.2","86","255,148"
2018,"Ant-Man","Action","2015","117","12A","7.3","64","709,946"
2019,"RoboCop 2","Action","1990","117","18","5.8","42","91,422"
2020,"The Princess and the Frog","Animation","2009","97","U","7.1","73","162,204"
2021,"Return to Oz","Adventure","1985","113","U","6.7","42","29,779"
2022,"A Merry Christmas Miracle","Comedy","2014","88","15","5.1","28","7,903"
2023,"The Blair Witch Project","Horror","1999","81","15","6.5","81","280,056"
2024,"A Little Princess","Drama","1995","97","U","7.6","83","36,200"
2025,"Lamborghini","Biography","2022","97","12","5.4",NULL,"10,301"
2026,"Dark City","Fantasy","1998","100","15","7.6","66","209,549"
2027,"X-Men: Dark Phoenix","Action","2019","113","12A","5.7","43","200,483"
2028,"The Skin I Live In","Drama","2011","120","15","7.6","70","162,882"
2029,"The Purge","Horror","2013","85","15","5.7","41","236,471"
2030,"About a Boy","Comedy","2002","101","12","7.1","75","189,920"
2031,"Das Boot","Drama","1981","149","AA","8.4","85","260,832"
2032,"The Ritual","Horror","2017","94","15","6.3","57","115,199"
2033,"Silverado","Action","1985","133","PG","7.2","64","48,033"
2034,"Mufasa: The Lion King","Adventure","2024","N/A",NULL,NULL,NULL,"N/A"
2035,"Girls to Buy","Drama","2021","146","18","5.3",NULL,"2,734"
2036,"Hellboy","Action","2019","120","15","5.2","31","96,350"
2037,"Singin' in the Rain","Comedy","1952","103","U","8.3","99","255,731"
2038,"Hollow Man","Action","2000","112","18","5.8","24","136,729"
2039,"Triple 9","Action","2016","115","15","6.3","52","75,895"
2040,"17 Again","Comedy","2009","102","12A","6.4","48","213,151"
2041,"Bad Moms","Comedy","2016","100","15","6.2","60","132,811"
2042,"Peppermint","Action","2018","101","15","6.5","29","69,514"
2043,"Hell House LLC","Horror","2015","93","Not Rated","6.4",NULL,"22,741"
2044,"Bill & Ted's Excellent Adventure","Adventure","1989","90","PG","6.9","50","139,615"
2045,"Project X","Comedy","2012","88","18","6.7","46","227,792"
2046,"Christmas with You","Comedy","2022","89","U","5.6","39","7,283"
2047,"Super 8","Action","2011","112","12A","7.0","72","364,590"
2048,"Mortal Engines","Action","2018","128","12A","6.1","44","136,285"
2049,"Mr. Nobody","Drama","2009","141","15","7.7","63","243,209"
2050,"WarGames","Action","1983","114","PG","7.1","77","108,490"
2051,"The Wonder","Drama","2022","108","15","6.6","71","42,084"
2052,"The Hot Chick","Comedy","2002","104","12A","5.6","29","101,064"
2053,"Stepmom","Comedy","1998","125","12","6.8","58","73,418"
2054,"Sukhee","Drama","2023","139","12A","6.8",NULL,"7,554"
2055,"Spencer","Biography","2021","117","12A","6.6","76","74,954"
2056,"Into the Woods","Adventure","2014","125","PG","5.9","69","146,558"
2057,"Moonrise Kingdom","Adventure","2012","94","12A","7.8","84","363,518"
2058,"Body Heat","Crime","1981","113","X","7.4","77","39,418"
2059,"Cold Mountain","Adventure","2003","154","15","7.2","73","154,318"
2060,"O Brother, Where Art Thou?","Adventure","2000","107","12","7.7","69","325,856"
2061,"The Glass Bottom Boat","Comedy","1966","110","U","6.4",NULL,"5,117"
2062,"Last Sentinel","Drama","2023","117","15","5.0",NULL,"4,972"
2063,"V for Vengeance","Action","2022","86","15","4.1",NULL,"941"
2064,"Unbroken","Action","2014","137","15","7.2","59","179,486"
2065,"From Russia with Love","Action","1963","115","PG","7.3","83","142,984"
2066,"Last Summer","Drama","2023","104",NULL,"6.7","63","534"
2067,"Bridge of Spies","Drama","2015","142","12A","7.6","81","324,021"
2068,"The Nutcracker: The Untold Story","Action","2010","110","PG","4.1","18","4,091"
2069,"Ballerina","Action","2023","92","15","6.2",NULL,"9,211"
2070,"Teenage Mutant Hero Turtles","Action","1990","93","PG","6.8","51","103,070"
2071,"Jerry & Marge Go Large","Biography","2022","96","12","6.9","52","21,244"
2072,"The Terminal","Comedy","2004","128","12A","7.4","55","486,204"
2073,"The Bodyguard","Action","1992","129","15","6.3","39","144,916"
2074,"Heathers","Comedy","1988","103","18","7.2","72","113,285"
2075,"Enter the Void","Drama","2009","142","18","7.2","69","86,451"
2076,"Shiva Baby","Comedy","2020","77","15","7.1","79","30,537"
2077,"Terrified","Horror","2017","87","15","6.5",NULL,"20,554"
2078,"Homefront","Action","2013","100","15","6.5","40","127,741"
2079,"Coyote Ugly","Comedy","2000","100","12","5.7","27","119,669"
2080,"Shrapnel","Action","2023","89","15","4.9",NULL,"755"
2081,"Get Smart","Action","2008","110","12A","6.5","54","226,217"
2082,"Sly","Documentary","2023","95","15","7.0","62","8,663"
2083,"Gone Baby Gone","Crime","2007","114","15","7.6","72","284,895"
2084,"Maleficent: Mistress of Evil","Adventure","2019","119","PG","6.6","43","115,953"
