id,title,genre,years,duration,rating,people_rating,critic_rating,votes
3659,Short Circuit,Comedy,1986,98,PG,6.6,50,"65,302"
3660,Amistad,Biography,1997,155,R,7.3,63,"81,668"
3661,Surrogates,Action,2009,89,PG-13,6.3,45,"179,176"
3662,Twenty Plus Two,Crime,1961,102,Passed,6.1,,525
3663,Boy Kills World,Action,2023,115,R,6.5,69,216
3664,Dreamgirls,Drama,2006,130,PG-13,6.6,76,"76,459"
3665,Hot Summer Nights,Crime,2017,107,R,6.4,44,"22,567"
3666,Night of the Living Dead,Horror,1968,96,Not Rated,7.8,89,"137,009"
3667,It's Great to Be Young!,Comedy,1956,94,Not Rated,6.4,,326
3668,Non-Stop,Action,2014,106,PG-13,6.9,56,"274,410"
3669,Broadcast News,Comedy,1987,133,R,7.2,84,"33,459"
3670,The Uninvited,Drama,2009,87,PG-13,6.3,43,"84,173"
3671,Single White Female,Drama,1992,107,R,6.4,63,"41,121"
3672,Ravenous,Adventure,1999,101,R,6.9,46,"42,537"
3673,Sitting in Bars with Cake,Comedy,2023,120,PG-13,6.4,64,"2,406"
3674,Wild Hogs,Action,2007,100,PG-13,5.8,27,"122,411"
3675,Clash of the Titans,Action,1981,118,PG,6.9,59,"46,950"
3676,Flight of the Navigator,Adventure,1986,90,PG,6.9,64,"50,958"
3677,The Commitments,Comedy,1991,118,R,7.6,73,"37,705"
3678,Julie & Julia,Biography,2009,123,PG-13,7,66,"127,065"
3679,The Bank Job,Crime,2008,111,R,7.2,69,"187,519"
3680,The Tourist,Action,2010,103,PG-13,6,37,"253,396"
3681,Crank: High Voltage,Action,2009,96,R,6.1,41,"156,927"
3682,The Ides of March,Drama,2011,101,R,7.1,67,"228,691"
3683,Weathering with You,Animation,2019,112,PG-13,7.5,72,"52,317"
3684,Interstate 60: Episodes of the Road,Adventure,2002,116,R,7.6,,"35,927"
3685,The Lion in Winter,Biography,1968,134,PG,7.9,,"33,494"
3686,Inside,Horror,2007,82,R,6.7,,"43,894"
3687,Kindling,Drama,2023,94,,6.2,,377
3688,Table 19,Comedy,2017,87,PG-13,5.8,40,"30,565"
3689,The Hidden Face,Drama,2011,97,R,7.3,,"45,555"
3690,Marathon Man,Crime,1976,125,R,7.4,64,"68,970"
3691,The Vault,Action,2021,118,R,6.4,50,"29,601"
3692,Happy Death Day,Comedy,2017,96,PG-13,6.6,58,"158,577"
3693,The Postman,Action,1997,177,R,6.1,29,"77,255"
3694,Bridget Jones: The Edge of Reason,Comedy,2004,108,R,6,44,"120,305"
3695,The Bridge on the River Kwai,Adventure,1957,161,PG,8.1,87,"230,294"
3696,Wild Wild West,Action,1999,106,PG-13,4.9,38,"165,815"
3697,Copycat,Drama,1995,123,R,6.6,54,"64,461"
3698,Fall Guy,Drama,2023,108,,3.9,,88
3699,In the Tall Grass,Horror,2019,101,TV-MA,5.5,46,"63,067"
3700,Serenity,Drama,2019,106,R,5.4,37,"44,131"
3701,St Trinian's 2: The Legend of Fritton's Gold,Adventure,2009,106,Not Rated,5.3,,"8,796"
3702,Stealing Beauty,Drama,1996,118,R,6.5,60,"30,007"
3703,Universal Soldier,Action,1992,102,R,6.1,35,"94,904"
3704,Breaking the Waves,Drama,1996,159,R,7.8,82,"70,617"
3705,The To Do List,Comedy,2013,104,R,5.8,61,"41,335"
3706,Hero,Action,2002,120,PG-13,7.9,85,"186,306"
3707,Good Luck Chuck,Comedy,2007,96,R,5.6,19,"93,539"
3708,Beautiful Girls,Comedy,1996,112,R,7.1,64,"34,379"
3709,The Butler,Biography,2013,132,PG-13,7.2,65,"118,788"
3710,Belle de Jour,Drama,1967,100,R,7.7,,"47,947"
3711,Lou,Action,2022,107,R,6.1,51,"32,246"
3712,Love in the Time of Cholera,Drama,2007,139,R,6.4,43,"23,892"
3713,City Slickers,Comedy,1991,113,PG-13,6.8,70,"61,876"
3714,Ice Age: Continental Drift,Animation,2012,88,PG,6.5,49,"220,848"
3715,The Nest,Drama,2020,107,R,6.3,80,"16,386"
3716,Set It Up,Comedy,2018,105,TV-14,6.5,62,"60,943"
3717,Midway,Action,1976,132,PG,6.7,48,"21,148"
3718,Straw Dogs,Crime,1971,113,R,7.4,73,"63,690"
3719,Elio,Animation,2025,N/A,,,,N/A
3720,Return to Sender,Drama,2015,92,Not Rated,5.1,23,"14,385"
3721,Mommy,Drama,2014,139,R,8,74,"60,754"
3722,The Princess Diaries 2: Royal Engagement,Comedy,2004,113,G,5.8,43,"87,284"
3723,Macbeth,Drama,2015,113,R,6.6,71,"58,985"
3724,Date Night,Comedy,2010,88,PG-13,6.3,56,"170,079"
3725,Teddy's Christmas,Adventure,2022,76,G,6.2,,279
3726,Oracle,Horror,2023,85,R,4.9,,640
3727,Miracle,Biography,2004,135,PG,7.4,68,"57,759"
3728,Runt,Drama,2019,95,,6,,697
3729,Dragonball Evolution,Action,2009,85,PG,2.5,45,"78,421"
3730,The Karate Kid Part II,Action,1986,113,PG,6.1,55,"97,052"
3731,Candyman,Horror,1992,99,R,6.7,61,"98,774"
3732,D2: The Mighty Ducks,Comedy,1994,106,PG,6.1,,"42,434"
3733,The Wrong Missy,Comedy,2020,90,TV-MA,5.7,33,"44,156"
3734,End of Days,Action,1999,122,R,5.8,33,"115,628"
3735,Sloppy Seconds,Drama,2023,N/A,,5.4,,29
3736,Dumb and Dumber To,Comedy,2014,109,PG-13,5.6,36,"143,363"
3737,In the Heat of the Night,Drama,1967,110,Approved,7.9,76,"81,854"
3738,Tangerine,Comedy,2015,88,R,7.1,86,"34,901"
3739,Ip Man,Action,2008,106,R,8,59,"231,496"
3740,The Unbearable Lightness of Being,Drama,1988,171,R,7.3,73,"38,135"
3741,The Sisterhood of the Traveling Pants,Comedy,2005,119,PG,6.5,66,"64,176"
3742,The Glass Castle,Biography,2017,127,PG-13,7.1,56,"37,686"
3743,Beverly Hills Cop II,Action,1987,100,R,6.5,48,"127,239"
3744,Clerks,Comedy,1994,92,R,7.7,70,"230,141"
3745,Walk Hard: The Dewey Cox Story,Comedy,2007,96,R,6.8,63,"76,414"
3746,Hitman: Agent 47,Action,2015,96,R,5.7,28,"94,656"
3747,Trouble with the Curve,Drama,2012,111,PG-13,6.8,58,"67,421"
3748,"Hail, Caesar!",Comedy,2016,106,PG-13,6.3,72,"141,359"
3749,Snakes on a Plane,Action,2006,105,R,5.5,58,"143,652"
3750,The Mosquito Coast,Adventure,1986,117,PG,6.6,51,"30,770"
3751,Ninja Assassin,Action,2009,99,R,6.3,34,"74,760"
3752,A Streetcar Named Desire,Drama,1951,122,M/PG,7.9,97,"112,965"
3753,Boys Don't Cry,Biography,1999,118,R,7.5,86,"102,165"
3754,Pink Floyd: The Wall,Drama,1982,95,R,8,47,"84,357"
3755,Wonderstruck,Adventure,2017,116,PG,6.2,71,"10,916"
3756,Saving Silverman,Comedy,2001,90,PG-13,5.8,22,"42,129"
3757,Star Trek: The Motion Picture,Adventure,1979,143,G,6.4,50,"95,271"
3758,School Ties,Drama,1992,106,PG-13,6.9,65,"26,985"
3759,Team America: World Police,Action,2004,98,R,7.2,64,"176,679"
3760,Copshop,Action,2021,107,R,6.2,61,"37,524"
3761,Lionheart,Action,1990,108,R,6.2,41,"38,955"
3762,Three Wishes for Cinderella,Drama,1973,88,,7.7,,"10,994"
3763,Ordinary Angels,Drama,2024,116,PG,,,N/A
3764,Doomsday,Action,2008,105,R,5.9,51,"79,217"
3765,Dickie Roberts: Former Child Star,Comedy,2003,98,PG-13,5.6,36,"15,363"
3766,The Number 23,Crime,2007,98,R,6.4,,"210,401"
3767,The Amityville Horror,Horror,2005,90,R,5.9,33,"116,301"
3768,Sleeping with Other People,Comedy,2015,101,R,6.5,64,"46,919"
3769,Peter Pan,Animation,1953,77,G,7.3,76,"150,295"
3770,Killing Me Softly,Drama,2002,100,Unrated,5.4,,"19,009"
3771,Rush Hour 4,Action,,N/A,,,,N/A
3772,The Good Dinosaur,Animation,2015,93,PG,6.7,66,"124,808"
3773,Annabelle: Creation,Horror,2017,109,R,6.5,62,"148,138"
3774,Suburbicon,Comedy,2017,105,R,5.8,42,"46,660"
3775,Official Secrets,Biography,2019,112,R,7.3,63,"53,080"
3776,The Kerala Story,Drama,2023,138,,7.2,,"66,181"
3777,An Affair to Remember,Drama,1957,115,Not Rated,7.4,71,"32,417"
3778,Slave Girls from Beyond Infinity,Action,1987,74,R,4.4,,"2,208"
3779,One Night in Bangkok,Action,2020,105,R,5.2,,"2,457"
3780,Dream Wife,Comedy,1953,100,Approved,5.9,,"2,186"
3781,Tiger Zinda Hai,Action,2017,161,Not Rated,5.9,,"32,829"
3782,Surf's Up,Animation,2007,85,PG,6.7,64,"88,648"
3783,Jackie,Biography,2016,100,R,6.7,81,"82,679"
3784,The Color of Money,Drama,1986,119,R,7,77,"91,579"
3785,Speed Racer,Action,2008,135,PG,6.1,37,"77,426"
3786,Rebecca,Drama,1940,130,Approved,8.1,86,"144,267"
3787,Dinner for Schmucks,Comedy,2010,114,PG-13,5.9,56,"110,113"
3788,Leap Year,Drama,2010,94,Unrated,5.9,71,"2,726"
3789,Force Majeure,Comedy,2014,120,R,7.2,87,"65,060"
3790,The Whole Truth,Crime,2016,93,R,6.2,46,"32,108"
3791,Easy Rider,Adventure,1969,95,R,7.3,85,"115,561"
3792,Out Cold,Comedy,2001,89,PG-13,6.2,22,"18,260"
3793,Dangerous Liaisons,Drama,1988,119,R,7.6,74,"74,102"
3794,One Piece Film: Red,Animation,2022,115,PG-13,6.7,69,"18,039"
3795,Ella Enchanted,Comedy,2004,96,PG,6.3,53,"72,963"
3796,The Other Boleyn Girl,Biography,2008,115,PG-13,6.7,50,"118,499"
3797,Saw IV,Horror,2007,93,R,5.9,36,"162,390"
3798,Paul Blart: Mall Cop,Action,2009,91,PG,5.3,39,"115,893"
3799,Last Vegas,Comedy,2013,105,PG-13,6.6,48,"136,031"
3800,Do Not Expect Too Much of the End of the World,Comedy,2023,163,,7.5,,492
3801,Now You See Me 3,Crime,,N/A,,,,N/A
3802,Happiness,Comedy,1998,134,NC-17,7.7,81,"73,485"
3803,Inkheart,Adventure,2008,106,PG,6.1,49,"81,475"
3804,Lake Placid,Action,1999,82,R,5.8,34,"64,713"
3805,Joysticks,Comedy,1983,88,R,4.4,,"2,571"
3806,Through My Window: Across the Sea,Comedy,2023,109,TV-MA,5,,"4,157"
3807,Chaos Walking,Action,2021,109,PG-13,5.7,38,"54,765"
3808,Escape Room: Tournament of Champions,Action,2021,88,PG-13,5.7,48,"57,556"
3809,Amores Perros,Drama,2000,154,R,8.1,83,"250,076"
3810,Canine,Drama,2016,N/A,,6.2,,12
3811,Goosebumps,Adventure,2015,103,PG,6.3,60,"94,277"
3812,Deliver Us from Evil,Crime,2014,118,R,6.2,40,"84,241"
3813,The Watchers,Fantasy,2024,N/A,,,,N/A
3814,The Break-Up,Comedy,2006,106,PG-13,5.8,45,"137,537"
3815,Return to the Blue Lagoon,Adventure,1991,102,PG-13,5.1,28,"21,198"
3816,Return to Seoul,Drama,2022,119,R,7,87,"6,562"
3817,Cassandro,Biography,2023,107,R,6.5,76,"3,117"
3818,Dead for a Dollar,Adventure,2022,107,R,5.4,61,"5,837"
3819,Meet the Robinsons,Animation,2007,95,G,6.8,61,"109,115"
3820,Tron: Ares,Action,2025,N/A,,,,N/A
3821,The Pledge,Crime,2001,124,R,6.8,71,"65,476"
3822,Stavros Halkias: Fat Rascal,Documentary,2023,N/A,,6.5,,308
3823,Shershaah,Action,2021,135,TV-14,8.3,,"127,561"
3824,El Dorado,Drama,1966,126,Passed,7.5,85,"29,664"
3825,Holiday in the Wild,Comedy,2019,85,TV-PG,6.2,,"16,794"
3826,Menus-Plaisirs - Les Troisgros,Documentary,2023,240,,7.9,92,95
3827,American Honey,Adventure,2016,163,R,7,80,"45,770"
3828,Apurva,Drama,2023,95,,6.2,,"1,668"
3829,21 Grams,Crime,2003,124,R,7.6,70,"243,890"
3830,Evan Almighty,Comedy,2007,96,PG,5.4,37,"153,361"
3831,All Eyes Off Me,Comedy,2021,88,Unrated,5.8,62,407
3832,The Ice Storm,Drama,1997,112,R,7.3,72,"59,132"
3833,Bad Boys II,Action,2003,147,R,6.6,38,"263,224"
3834,Arsenic and Old Lace,Comedy,1944,118,Not Rated,7.9,,"74,110"
3835,Rocky III,Drama,1982,99,PG,6.8,57,"207,481"
3836,Rebecca,Drama,2020,123,PG-13,6,46,"45,599"
3837,Stormy Weather,Comedy,1943,78,Passed,7.3,,"2,816"
3838,The Last Castle,Action,2001,131,R,6.9,43,"84,307"
3839,The Fox and the Hound,Animation,1981,83,G,7.2,65,"99,940"
3840,Creed II,Action,2018,130,PG-13,7.1,66,"151,939"
3841,Open Range,Action,2003,139,R,7.4,67,"76,961"
3842,We Live Here: The Midwest,Documentary,2023,N/A,,6,,97
3843,The Toxic Avenger,Action,1984,82,R,6.2,42,"31,444"
3844,Onyx the Fortuitous and the Talisman of Souls,Comedy,2023,108,,6.3,,948
3845,The Monkey King,Animation,2023,97,PG,5.7,59,"5,448"
3846,The Queen,Biography,2006,103,PG-13,7.3,90,"115,122"
3847,Underworld: Blood Wars,Action,2016,91,R,5.7,23,"79,933"
3848,Paradise,Adventure,1982,100,R,4.9,20,"2,866"
3849,Say Anything,Comedy,1989,100,PG-13,7.3,86,"94,732"
3850,Kelly's Heroes,Adventure,1970,144,GP,7.6,50,"52,811"
3851,Babe,Comedy,1995,91,G,6.9,83,"132,101"
3852,High Plains Drifter,Drama,1973,105,R,7.4,69,"62,504"
3853,The Life of Chuck,Drama,2024,N/A,,,,N/A
3854,A Goofy Movie,Animation,1995,78,G,6.9,53,"61,145"
3855,Wind Chill,Adventure,2007,91,R,5.8,52,"24,506"
3856,50/50,Comedy,2011,100,R,7.6,72,"340,567"
3857,Westworld,Action,1973,88,PG,6.9,77,"62,153"
3858,Butterfly,Crime,1981,108,R,4.7,,"1,521"
3859,War,Action,2019,151,Not Rated,6.5,,"31,449"
3860,Kung Fury 2,Action,,N/A,,,,N/A
3861,Sex and Lucía,Drama,2001,128,TV-MA,7,65,"38,307"
3862,Fool's Gold,Action,2008,112,PG-13,5.7,29,"83,453"
3863,Red Riding Hood,Fantasy,2011,100,PG-13,5.4,29,"115,023"
3864,The Big Chill,Comedy,1983,105,R,7.1,61,"40,623"
3865,Leviathan,Adventure,1989,98,R,5.8,51,"22,591"
3866,The House of Yes,Comedy,1997,85,R,6.5,54,"8,543"
3867,Mirror Mirror,Adventure,2012,106,PG,5.6,46,"90,348"
3868,Mothering Sunday,Drama,2021,104,R,6.1,66,"4,124"
3869,Tolkien,Biography,2019,112,PG-13,6.8,48,"45,402"
3870,Angela's Ashes,Biography,1999,145,R,7.3,54,"22,838"
3871,Firebrand,Drama,2023,120,,6.4,61,237
3872,Story of White Coat: Indecent Acts,Comedy,1984,N/A,Not Rated,4.9,,229
3873,Rambo III,Action,1988,102,R,5.8,36,"138,334"
3874,Timecop,Action,1994,99,R,5.9,48,"63,039"
3875,Eat Pray Love,Biography,2010,133,PG-13,5.8,50,"103,893"
3876,Watership Down,Animation,1978,91,PG,7.6,64,"38,795"
3877,Resident Evil: Apocalypse,Action,2004,94,R,6.1,35,"207,497"
3878,Never Been Kissed,Comedy,1999,107,PG-13,6,60,"96,286"
3879,Ed Wood,Biography,1994,127,R,7.8,70,"182,272"
3880,Mr. Harrigan's Phone,Drama,2022,104,PG-13,6,55,"36,928"
3881,The Great Dictator,Comedy,1940,125,G,8.4,,"234,006"
3882,Street Kings,Action,2008,109,R,6.8,55,"119,432"
3883,The Blob,Horror,1988,95,R,6.6,,"42,254"
3884,The Prince of Tides,Drama,1991,132,R,6.8,65,"19,259"
3885,Steve Jobs,Biography,2015,122,R,7.2,82,"176,549"
3886,Mechanic: Resurrection,Action,2016,98,R,5.7,38,"91,199"
3887,White Men Can't Jump,Comedy,1992,115,R,6.8,65,"96,407"
3888,The Beguiled,Drama,2017,93,R,6.3,77,"60,780"
3889,Encino Man,Comedy,1992,88,PG,5.8,25,"44,572"
3890,A Single Man,Crime,2009,99,R,7.5,77,"116,683"
3891,Bill & Ted Face the Music,Adventure,2020,91,PG-13,5.9,65,"52,113"
3892,The Silence,Drama,2019,90,PG-13,5.3,25,"49,709"
3893,Staying Alive,Drama,1983,93,PG,4.7,23,"17,259"
3894,xXx: Return of Xander Cage,Action,2017,107,PG-13,5.2,42,"96,198"
3895,Alpha,Action,2018,96,PG-13,6.6,63,"65,524"
3896,Hellboy II: The Golden Army,Action,2008,120,PG-13,7,78,"282,852"
3897,Crimson Tide,Action,1995,116,R,7.3,66,"121,022"
3898,Assassin,Action,2023,88,R,3.2,,"1,271"
3899,Airport,Action,1970,137,G,6.6,42,"21,275"
3900,The Heartbreak Kid,Comedy,2007,116,R,5.8,46,"95,695"
3901,2010: The Year We Make Contact,Adventure,1984,116,PG,6.7,53,"56,128"
3902,AKA,Action,2023,122,TV-MA,6.6,,"12,063"
3903,Ferdinand,Animation,2017,108,PG,6.7,58,"62,195"
3904,Rush Hour 2,Action,2001,90,PG-13,6.7,48,"234,918"
3905,Black Rain,Action,1989,125,R,6.6,56,"58,726"
3906,The Recipe Files,Mystery,2023,N/A,,8.2,,33
3907,The Brothers Grimsby,Action,2016,83,R,6.2,44,"109,207"
3908,#Alive,Action,2020,98,TV-MA,6.3,,"46,122"
3909,Bad CGI Gator,Comedy,2023,N/A,,4.4,,194
3910,Kramer vs. Kramer,Drama,1979,105,PG,7.8,77,"152,371"
3911,Color of Night,Drama,1994,121,R,5.2,36,"25,442"
3912,The Finest Hours,Action,2016,117,PG-13,6.7,58,"69,895"
3913,Thief,Action,1981,123,R,7.4,78,"37,430"
3914,Jane Eyre,Drama,2011,120,PG-13,7.3,76,"92,036"
3915,The Rundown,Action,2003,104,PG-13,6.6,59,"113,828"
3916,Swimming Pool,Crime,2003,102,,6.7,70,"47,908"
3917,The Nutty Professor,Comedy,1996,95,PG-13,5.7,62,"122,234"
3918,The Mummy: Tomb of the Dragon Emperor,Action,2008,112,PG-13,5.2,31,"168,763"
3919,Ghosts of Mars,Action,2001,98,R,4.9,35,"57,050"
3920,Status Update,Comedy,2018,106,PG-13,5.8,,"5,934"
3921,The Outlaw Josey Wales,Western,1976,135,PG,7.8,69,"78,513"
3922,We Have a Ghost,Adventure,2023,126,PG-13,6.1,53,"31,265"
3923,The Package,Comedy,2018,94,TV-MA,5.6,,"20,628"
3924,Pale Rider,Drama,1985,115,R,7.3,61,"63,526"
3925,The Possession of Hannah Grace,Horror,2018,86,R,5.2,37,"25,237"
3926,3096 Tage,Biography,2013,111,,6.5,,"15,860"
3927,PK,Comedy,2014,153,Not Rated,8.1,,"197,581"
3928,Private School,Comedy,1983,89,R,5.2,25,"7,113"
3929,The Electrical Life of Louis Wain,Biography,2021,111,PG-13,6.8,63,"19,084"
3930,The Palace,Comedy,2023,100,,5.2,,536
3931,A Simple Plan,Crime,1998,121,R,7.5,82,"74,866"
3932,The Dukes of Hazzard,Comedy,2005,104,PG-13,5.1,33,"81,153"
3933,The Frighteners,Comedy,1996,110,R,7.1,52,"94,270"
3934,Star Trek: First Contact,Action,1996,111,PG-13,7.6,70,"130,718"
3935,Heavenly Creatures,Biography,1994,99,R,7.3,86,"66,685"
3936,Matchstick Men,Comedy,2003,116,PG-13,7.3,61,"136,712"
3937,Neighbors,Comedy,2014,97,R,6.3,68,"324,860"
3938,Whisper of the Heart,Animation,1995,111,G,7.8,75,"69,833"
3939,Don't Look Now,Drama,1973,110,R,7.1,95,"61,099"
3940,Motherless Brooklyn,Crime,2019,144,R,6.8,60,"61,861"
3941,Adrift,Action,2018,96,PG-13,6.6,56,"60,646"
3942,Safe,Action,2012,94,R,6.5,55,"115,918"
3943,3 from Hell,Action,2019,115,R,5.4,50,"17,323"
3944,Pet Sematary,Horror,2019,100,R,5.7,57,"97,239"
3945,Escape from L.A.,Action,1996,101,R,5.7,54,"79,121"
3946,The SpongeBob SquarePants Movie,Animation,2004,87,PG,7.1,66,"99,786"
3947,The Boat That Rocked,Comedy,2009,117,R,7.3,58,"114,972"
3948,Rent,Drama,2005,135,PG-13,6.8,53,"55,432"
3949,The Holiday Calendar,Drama,2018,95,TV-PG,5.7,,"11,182"
3950,Blow-Up,Drama,1966,111,Not Rated,7.5,82,"66,476"
3951,Brother Bear,Animation,2003,85,G,6.8,48,"120,905"
3952,Blue Jasmine,Comedy,2013,98,PG-13,7.3,78,"210,666"
3953,The Dark Crystal,Adventure,1982,93,PG,7.1,66,"70,452"
3954,"Dude, Where''s My Car?",Comedy,2000,83,PG-13,5.5,30,"144,450"
3955,Stolen Vacation,Comedy,2023,97,,5.2,,93
3956,Polaroid,Drama,2019,88,PG-13,5.1,,"15,953"
3957,Tootsie,Comedy,1982,116,PG,7.4,88,"112,898"
3958,The Belko Experiment,Horror,2016,89,R,6.1,44,"56,798"
3959,Forbidden Planet,Adventure,1956,98,G,7.5,80,"52,256"
3960,The Hand That Rocks the Cradle,Drama,1992,110,R,6.7,64,"48,067"
3961,Miss Sloane,Drama,2016,132,R,7.5,64,"80,905"
3962,Cruising,Crime,1980,102,R,6.5,43,"27,218"
3963,Giant,Drama,1956,201,G,7.6,84,"41,588"
3964,The Animal,Comedy,2001,84,PG-13,4.8,43,"62,766"
3965,News of the World,Action,2020,118,PG-13,6.8,73,"93,991"
3966,Hillbilly Elegy,Drama,2020,116,R,6.7,38,"45,464"
3967,Fuck Them All! The Story of Heaven and Hell. The Making of a Ballet,Biography,2023,200,,2.7,,45
3968,The Rules of Attraction,Comedy,2002,110,R,6.6,50,"52,926"
3969,A Vigilante,Crime,2018,91,R,5.7,68,"10,220"
3970,Verónica,Horror,2017,105,TV-MA,6.2,,"46,363"
3971,Lost Girls and Love Hotels,Drama,2020,97,R,4.7,57,"5,158"
3972,The Cider House Rules,Drama,1999,126,PG-13,7.4,75,"103,693"
3973,First Men in the Moon,Adventure,1964,103,Not Rated,6.5,,"6,245"
3974,The Jacket,Drama,2005,103,R,7.1,44,"118,153"
3975,Incantation,Horror,2022,110,TV-MA,6.2,,"19,310"
3976,The Puppetman,Horror,2023,96,,5.3,,"1,636"
3977,Rush Hour 3,Action,2007,91,PG-13,6.2,44,"180,184"
3978,Chappie,Action,2015,120,R,6.8,41,"265,719"
3979,Gaslight,Crime,1944,114,Passed,7.8,78,"32,942"
3980,Heist 88,Crime,2023,83,,5.3,,"1,134"
3981,Locke,Drama,2013,85,R,7.1,83,"157,367"
3982,The Midnight Sky,Adventure,2020,118,PG-13,5.7,58,"87,850"
3983,Red Rooms,Thriller,2023,118,,7.2,,"1,056"
3984,Insidious: Chapter 2,Horror,2013,106,PG-13,6.5,40,"185,978"
3985,The In Between,Drama,2022,115,PG-13,5.9,,"9,768"
3986,One Hundred and One Dalmatians,Animation,1961,79,G,7.3,83,"178,882"
3987,Fathers & Daughters,Drama,2015,116,R,7,31,"28,278"
3988,Kill Boksoon,Action,2023,137,TV-MA,6.6,67,"11,206"
3989,Bird Box: Barcelona,Horror,2023,112,TV-MA,5.3,47,"21,872"
3990,The Beanie Bubble,Comedy,2023,110,R,6.3,49,"7,883"
3991,Sneakers,Comedy,1992,126,PG-13,7.1,65,"61,714"
3992,White Boy Rick,Crime,2018,111,R,6.5,59,"41,550"
3993,Outrage,Thriller,2023,78,,4.1,,96
3994,Nikita,Action,1990,117,R,7.3,56,"75,375"
3995,Die Hart,Action,2023,84,TV-MA,5.1,,"2,944"
3996,Appendage,Drama,2023,94,TV-MA,5.3,,"2,918"
3997,Absolute Power,Action,1997,121,R,6.7,52,"59,176"
3998,Patriots Day,Action,2016,133,R,7.3,69,"110,542"
3999,Defiance,Action,2008,137,R,7.1,58,"154,244"
4000,City of Angels,Drama,1998,114,PG-13,6.7,54,"126,239"
4001,Once Upon a Honeymoon,Adventure,1942,117,Approved,6.4,,"3,204"
4002,Above Suspicion,Action,2019,104,R,5.7,46,"8,169"
4003,House at the End of the Street,Drama,2012,101,PG-13,5.5,31,"80,493"
4004,I Heard the Bells,Drama,2022,110,Not Rated,7.1,,497
4005,The Walk,Adventure,2015,123,PG,7.3,70,"133,937"
4006,Death Race 2000,Action,1975,80,R,6.2,58,"30,126"
4007,Saw VI,Horror,2009,90,R,6,30,"122,948"
4008,Annie,Comedy,2014,118,PG,5.3,33,"39,941"
4009,LOL,Comedy,2012,97,PG-13,4.4,,"57,723"
4010,2 Days in the Valley,Comedy,1996,104,R,6.5,56,"21,397"
4011,I Am Sam,Drama,2001,132,PG-13,7.6,28,"154,068"
4012,Sing Street,Comedy,2016,106,PG-13,7.9,79,"99,453"
4013,Once,Drama,2007,86,R,7.8,90,"120,329"
4014,American Skin,Drama,2019,90,R,7,24,"3,833"
4015,Shadow in the Cloud,Action,2020,83,R,5,66,"29,919"
4016,Max Lucado's Because of Bethlehem,Documentary,2023,105,,,,N/A
4017,The Secret of NIMH,Animation,1982,82,G,7.5,76,"44,161"
4018,A Different Man,Thriller,2024,112,,,,N/A
4019,The Ghost Writer,Crime,2010,128,PG-13,7.2,77,"169,419"
4020,Barb Wire,Action,1996,98,R,3.5,40,"30,810"
4021,The Tank,Horror,2023,100,R,4.6,,"3,383"
4022,The Lair of the White Worm,Comedy,1988,93,R,6,61,"14,555"
4023,All About Eve,Drama,1950,138,Passed,8.2,98,"136,928"
4024,Swordfish,Action,2001,99,R,6.5,32,"194,411"
4025,A Star Is Born,Drama,1976,139,R,6.1,59,"12,811"
4026,Wildflower,Comedy,2022,105,R,6.8,52,"2,887"
4027,Aporia,Drama,2023,104,R,5.4,60,689
4028,Nativity 2: Danger in the Manger!,Comedy,2012,105,Not Rated,5.3,,"4,243"
4029,Catwoman,Action,2004,104,PG-13,3.4,27,"124,407"
4030,Bringing Out the Dead,Drama,1999,121,R,6.8,72,"74,921"
4031,Krull,Action,1983,121,PG,6.1,45,"35,658"
4032,Cujo,Horror,1983,93,R,6.1,57,"50,051"
4033,Disaster Movie,Comedy,2008,87,PG-13,1.9,15,"93,956"
4034,Munich: The Edge of War,Biography,2021,130,PG-13,6.8,53,"34,999"
4035,A Serious Man,Comedy,2009,106,R,7,88,"148,105"
4036,G-Force,Action,2009,88,PG,5.1,41,"49,206"
4037,The Ugly Truth,Comedy,2009,96,R,6.4,28,"227,715"
4038,Little Nicky,Comedy,2000,90,PG-13,5.3,38,"110,939"
4039,Girl House,Horror,2014,101,Not Rated,5.5,,"9,595"
4040,The Forever Purge,Action,2021,103,R,5.4,53,"41,916"
4041,Streets of Fire,Action,1984,93,PG,6.7,59,"23,615"
4042,The Book of Life,Animation,2014,95,PG,7.2,67,"76,347"
4043,The Fisher King,Comedy,1991,137,R,7.5,67,"89,659"
4044,Cross of Iron,Drama,1977,119,R,7.4,64,"28,524"
4045,Warrior Queen,Drama,1987,79,R,3.3,,"1,015"
4046,8½,Drama,1963,138,Not Rated,8,93,"123,496"
4047,Police Academy 2: Their First Assignment,Comedy,1985,87,PG-13,5.8,39,"58,302"
4048,Filth,Action,2013,97,R,7,56,"114,388"
4049,Snake Eyes,Action,2021,121,PG-13,5.4,43,"43,558"
4050,Experiment in Terror,Crime,1962,123,Not Rated,7.3,69,"6,384"
4051,The Inseparables,Animation,2023,90,,7,,86
4052,The Legend of Molly Johnson,Drama,2021,109,,6.3,60,"1,619"
4053,The Croods: A New Age,Animation,2020,95,PG,6.9,56,"51,002"
4054,Three Men and a Baby,Comedy,1987,102,PG,6.1,61,"56,959"
4055,Hoodies vs. Hooligans,Thriller,2014,95,Not Rated,5.7,,"3,320"
4056,Gettysburg,Drama,1993,271,PG,7.6,,"30,836"
4057,Armageddon Time,Drama,2022,114,R,6.5,74,"14,471"
4058,Any Given Sunday,Drama,1999,162,R,6.9,52,"124,681"
